time_s,event_type,lane,detail,queue_after,signal_phase
52.0,vehicle_departure,west,vehicle cleared intersection,4,EW_GREEN
53.99,vehicle_arrival,south,vehicle joined queue,9,EW_GREEN
54.0,vehicle_departure,east,vehicle cleared intersection,0,EW_GREEN
54.0,vehicle_departure,west,vehicle cleared intersection,3,EW_GREEN
54.241,vehicle_arrival,east,vehicle joined queue,1,EW_GREEN
56.0,vehicle_departure,west,vehicle cleared intersection,2,EW_GREEN
56.121,vehicle_arrival,north,vehicle joined queue,9,EW_GREEN
56.241,vehicle_departure,east,vehicle cleared intersection,0,EW_GREEN
57.533,vehicle_arrival,north,vehicle joined queue,10,EW_GREEN
57.637,vehicle_arrival,south,vehicle joined queue,10,EW_GREEN
58.0,vehicle_departure,west,vehicle cleared intersection,1,EW_GREEN
59.0,phase_change,,phase=ALL_RED,,ALL_RED
61.504,vehicle_arrival,south,vehicle joined queue,11,ALL_RED
61.989,vehicle_arrival,north,vehicle joined queue,11,ALL_RED
63.0,phase_change,,phase=NS_GREEN,,NS_GREEN
64.273,vehicle_arrival,north,vehicle joined queue,12,NS_GREEN
65.0,vehicle_departure,north,vehicle cleared intersection,11,NS_GREEN
65.0,vehicle_departure,south,vehicle cleared intersection,10,NS_GREEN
65.221,vehicle_arrival,south,vehicle joined queue,11,NS_GREEN
66.741,vehicle_arrival,east,vehicle joined queue,1,NS_GREEN
67.0,vehicle_departure,north,vehicle cleared intersection,10,NS_GREEN
67.0,vehicle_departure,south,vehicle cleared intersection,10,NS_GREEN
69.0,vehicle_departure,north,vehicle cleared intersection,9,NS_GREEN
69.0,vehicle_departure,south,vehicle cleared intersection,9,NS_GREEN
70.596,vehicle_arrival,east,vehicle joined queue,2,NS_GREEN
71.0,vehicle_departure,north,vehicle cleared intersection,8,NS_GREEN
71.0,vehicle_departure,south,vehicle cleared intersection,8,NS_GREEN
71.145,vehicle_arrival,north,vehicle joined queue,9,NS_GREEN
71.38,vehicle_arrival,north,vehicle joined queue,10,NS_GREEN
72.81,vehicle_arrival,west,vehicle joined queue,2,NS_GREEN
73.0,vehicle_departure,north,vehicle cleared intersection,9,NS_GREEN
73.0,vehicle_departure,south,vehicle cleared intersection,7,NS_GREEN
75.0,vehicle_departure,north,vehicle cleared intersection,8,NS_GREEN
75.0,vehicle_departure,south,vehicle cleared intersection,6,NS_GREEN
75.913,vehicle_arrival,north,vehicle joined queue,9,NS_GREEN
77.0,vehicle_departure,north,vehicle cleared intersection,8,NS_GREEN
77.0,vehicle_departure,south,vehicle cleared intersection,5,NS_GREEN
77.143,vehicle_arrival,east,vehicle joined queue,3,NS_GREEN
77.626,vehicle_arrival,south,vehicle joined queue,6,NS_GREEN
79.0,vehicle_departure,north,vehicle cleared intersection,7,NS_GREEN
79.0,vehicle_departure,south,vehicle cleared intersection,5,NS_GREEN
79.062,vehicle_arrival,south,vehicle joined queue,6,NS_GREEN
80.622,vehicle_arrival,west,vehicle joined queue,3,NS_GREEN
81.0,vehicle_departure,north,vehicle cleared intersection,6,NS_GREEN
81.0,vehicle_departure,south,vehicle cleared intersection,5,NS_GREEN
81.151,vehicle_arrival,south,vehicle joined queue,6,NS_GREEN
81.248,vehicle_arrival,south,vehicle joined queue,7,NS_GREEN
83.0,vehicle_departure,north,vehicle cleared intersection,5,NS_GREEN
83.0,vehicle_departure,south,vehicle cleared intersection,6,NS_GREEN
83.903,vehicle_arrival,south,vehicle joined queue,7,NS_GREEN
84.691,vehicle_arrival,south,vehicle joined queue,8,NS_GREEN
85.0,vehicle_departure,north,vehicle cleared intersection,4,NS_GREEN
85.0,vehicle_departure,south,vehicle cleared intersection,7,NS_GREEN
85.225,vehicle_arrival,south,vehicle joined queue,8,NS_GREEN
85.485,vehicle_arrival,south,vehicle joined queue,9,NS_GREEN
87.0,vehicle_departure,north,vehicle cleared intersection,3,NS_GREEN
87.0,vehicle_departure,south,vehicle cleared intersection,8,NS_GREEN
87.496,vehicle_arrival,east,vehicle joined queue,4,NS_GREEN
88.327,vehicle_arrival,east,vehicle joined queue,5,NS_GREEN
88.907,vehicle_arrival,west,vehicle joined queue,4,NS_GREEN
89.0,vehicle_departure,north,vehicle cleared intersection,2,NS_GREEN
89.0,vehicle_departure,south,vehicle cleared intersection,7,NS_GREEN
90.034,vehicle_arrival,east,vehicle joined queue,6,NS_GREEN
91.0,vehicle_departure,north,vehicle cleared intersection,1,NS_GREEN
91.0,vehicle_departure,south,vehicle cleared intersection,6,NS_GREEN
91.751,vehicle_arrival,south,vehicle joined queue,7,NS_GREEN
92.111,vehicle_arrival,south,vehicle joined queue,8,NS_GREEN
92.626,vehicle_arrival,west,vehicle joined queue,5,NS_GREEN
93.0,phase_change,,phase=ALL_RED,,ALL_RED
94.572,vehicle_arrival,north,vehicle joined queue,2,ALL_RED
94.667,vehicle_arrival,south,vehicle joined queue,9,ALL_RED
97.0,phase_change,,phase=EW_GREEN,,EW_GREEN
98.605,vehicle_arrival,west,vehicle joined queue,6,EW_GREEN
99.0,vehicle_departure,east,vehicle cleared intersection,5,EW_GREEN
99.0,vehicle_departure,west,vehicle cleared intersection,5,EW_GREEN
101.0,vehicle_departure,east,vehicle cleared intersection,4,EW_GREEN
101.0,vehicle_departure,west,vehicle cleared intersection,4,EW_GREEN
101.999,vehicle_arrival,south,vehicle joined queue,10,EW_GREEN
102.342,vehicle_arrival,east,vehicle joined queue,5,EW_GREEN
102.63,vehicle_arrival,north,vehicle joined queue,3,EW_GREEN
103.0,vehicle_departure,east,vehicle cleared intersection,4,EW_GREEN
103.0,vehicle_departure,west,vehicle cleared intersection,3,EW_GREEN
103.398,vehicle_arrival,south,vehicle joined queue,11,EW_GREEN
104.297,vehicle_arrival,north,vehicle joined queue,4,EW_GREEN
105.0,vehicle_departure,east,vehicle cleared intersection,3,EW_GREEN
105.0,vehicle_departure,west,vehicle cleared intersection,2,EW_GREEN
105.562,vehicle_arrival,east,vehicle joined queue,4,EW_GREEN
106.543,vehicle_arrival,east,vehicle joined queue,5,EW_GREEN
107.0,vehicle_departure,east,vehicle cleared intersection,4,EW_GREEN
107.0,vehicle_departure,west,vehicle cleared intersection,1,EW_GREEN
107.706,vehicle_arrival,east,vehicle joined queue,5,EW_GREEN
109.0,vehicle_departure,east,vehicle cleared intersection,4,EW_GREEN
109.0,vehicle_departure,west,vehicle cleared intersection,0,EW_GREEN
109.29,vehicle_arrival,east,vehicle joined queue,5,EW_GREEN
110.884,vehicle_arrival,east,vehicle joined queue,6,EW_GREEN
111.0,vehicle_departure,east,vehicle cleared intersection,5,EW_GREEN
112.637,vehicle_arrival,south,vehicle joined queue,12,EW_GREEN
113.0,vehicle_departure,east,vehicle cleared intersection,4,EW_GREEN
113.568,vehicle_arrival,west,vehicle joined queue,1,EW_GREEN
114.865,vehicle_arrival,east,vehicle joined queue,5,EW_GREEN
114.89,vehicle_arrival,east,vehicle joined queue,6,EW_GREEN
115.0,vehicle_departure,east,vehicle cleared intersection,5,EW_GREEN
115.568,vehicle_departure,west,vehicle cleared intersection,0,EW_GREEN
115.854,vehicle_arrival,west,vehicle joined queue,1,EW_GREEN
116.16,vehicle_arrival,north,vehicle joined queue,5,EW_GREEN
116.449,vehicle_arrival,south,vehicle joined queue,13,EW_GREEN
117.0,vehicle_departure,east,vehicle cleared intersection,4,EW_GREEN
117.854,vehicle_departure,west,vehicle cleared intersection,0,EW_GREEN
118.147,vehicle_arrival,east,vehicle joined queue,5,EW_GREEN
119.0,vehicle_departure,east,vehicle cleared intersection,4,EW_GREEN
119.294,vehicle_arrival,north,vehicle joined queue,6,EW_GREEN
119.31,vehicle_arrival,west,vehicle joined queue,1,EW_GREEN
121.0,vehicle_departure,east,vehicle cleared intersection,3,EW_GREEN
121.31,vehicle_departure,west,vehicle cleared intersection,0,EW_GREEN
122.0,phase_change,,phase=ALL_RED,,ALL_RED
122.011,vehicle_arrival,north,vehicle joined queue,7,ALL_RED
125.184,vehicle_arrival,east,vehicle joined queue,4,ALL_RED
125.517,vehicle_arrival,east,vehicle joined queue,5,ALL_RED
126.0,phase_change,,phase=NS_GREEN,,NS_GREEN
126.239,vehicle_arrival,north,vehicle joined queue,8,NS_GREEN
126.52,vehicle_arrival,west,vehicle joined queue,1,NS_GREEN
128.0,vehicle_departure,north,vehicle cleared intersection,7,NS_GREEN
128.0,vehicle_departure,south,vehicle cleared intersection,12,NS_GREEN
129.562,vehicle_arrival,south,vehicle joined queue,13,NS_GREEN
130.0,vehicle_departure,north,vehicle cleared intersection,6,NS_GREEN
130.0,vehicle_departure,south,vehicle cleared intersection,12,NS_GREEN
131.917,vehicle_arrival,north,vehicle joined queue,7,NS_GREEN
132.0,vehicle_departure,north,vehicle cleared intersection,6,NS_GREEN
132.0,vehicle_departure,south,vehicle cleared intersection,11,NS_GREEN
133.785,vehicle_arrival,north,vehicle joined queue,7,NS_GREEN
134.0,vehicle_departure,north,vehicle cleared intersection,6,NS_GREEN
134.0,vehicle_departure,south,vehicle cleared intersection,10,NS_GREEN
135.694,vehicle_arrival,north,vehicle joined queue,7,NS_GREEN
136.0,vehicle_departure,north,vehicle cleared intersection,6,NS_GREEN
136.0,vehicle_departure,south,vehicle cleared intersection,9,NS_GREEN
136.104,vehicle_arrival,north,vehicle joined queue,7,NS_GREEN
136.414,vehicle_arrival,south,vehicle joined queue,10,NS_GREEN
136.689,vehicle_arrival,south,vehicle joined queue,11,NS_GREEN
136.988,vehicle_arrival,south,vehicle joined queue,12,NS_GREEN
137.992,vehicle_arrival,south,vehicle joined queue,13,NS_GREEN
138.0,vehicle_departure,north,vehicle cleared intersection,6,NS_GREEN
138.0,vehicle_departure,south,vehicle cleared intersection,12,NS_GREEN
138.751,vehicle_arrival,south,vehicle joined queue,13,NS_GREEN
139.304,vehicle_arrival,east,vehicle joined queue,6,NS_GREEN
139.628,vehicle_arrival,east,vehicle joined queue,7,NS_GREEN
139.63,vehicle_arrival,east,vehicle joined queue,8,NS_GREEN
139.876,vehicle_arrival,north,vehicle joined queue,7,NS_GREEN
140.0,vehicle_departure,north,vehicle cleared intersection,6,NS_GREEN
140.0,vehicle_departure,south,vehicle cleared intersection,12,NS_GREEN
140.278,vehicle_arrival,north,vehicle joined queue,7,NS_GREEN
140.532,vehicle_arrival,south,vehicle joined queue,13,NS_GREEN
140.614,vehicle_arrival,east,vehicle joined queue,9,NS_GREEN
140.643,vehicle_arrival,south,vehicle joined queue,14,NS_GREEN
141.972,vehicle_arrival,north,vehicle joined queue,8,NS_GREEN
142.0,vehicle_departure,north,vehicle cleared intersection,7,NS_GREEN
142.0,vehicle_departure,south,vehicle cleared intersection,13,NS_GREEN
142.086,vehicle_arrival,west,vehicle joined queue,2,NS_GREEN
142.576,vehicle_arrival,north,vehicle joined queue,8,NS_GREEN
144.0,vehicle_departure,north,vehicle cleared intersection,7,NS_GREEN
144.0,vehicle_departure,south,vehicle cleared intersection,12,NS_GREEN
144.176,vehicle_arrival,north,vehicle joined queue,8,NS_GREEN
144.266,vehicle_arrival,west,vehicle joined queue,3,NS_GREEN
144.723,vehicle_arrival,south,vehicle joined queue,13,NS_GREEN
145.25,vehicle_arrival,west,vehicle joined queue,4,NS_GREEN
145.874,vehicle_arrival,north,vehicle joined queue,9,NS_GREEN
146.0,vehicle_departure,north,vehicle cleared intersection,8,NS_GREEN
146.0,vehicle_departure,south,vehicle cleared intersection,12,NS_GREEN
148.0,vehicle_departure,north,vehicle cleared intersection,7,NS_GREEN
148.0,vehicle_departure,south,vehicle cleared intersection,11,NS_GREEN
148.226,vehicle_arrival,north,vehicle joined queue,8,NS_GREEN
150.0,vehicle_departure,north,vehicle cleared intersection,7,NS_GREEN
150.0,vehicle_departure,south,vehicle cleared intersection,10,NS_GREEN
150.706,vehicle_arrival,north,vehicle joined queue,8,NS_GREEN
151.043,vehicle_arrival,north,vehicle joined queue,9,NS_GREEN
151.447,vehicle_arrival,north,vehicle joined queue,10,NS_GREEN
152.0,vehicle_departure,north,vehicle cleared intersection,9,NS_GREEN
152.0,vehicle_departure,south,vehicle cleared intersection,9,NS_GREEN
152.823,vehicle_arrival,south,vehicle joined queue,10,NS_GREEN
153.021,vehicle_arrival,north,vehicle joined queue,10,NS_GREEN
153.059,vehicle_arrival,east,vehicle joined queue,10,NS_GREEN
154.0,vehicle_departure,north,vehicle cleared intersection,9,NS_GREEN
154.0,vehicle_departure,south,vehicle cleared intersection,9,NS_GREEN
154.115,vehicle_arrival,east,vehicle joined queue,11,NS_GREEN
154.141,vehicle_arrival,south,vehicle joined queue,10,NS_GREEN
154.255,vehicle_arrival,east,vehicle joined queue,12,NS_GREEN
156.0,phase_change,,phase=ALL_RED,,ALL_RED
158.763,vehicle_arrival,east,vehicle joined queue,13,ALL_RED
159.64,vehicle_arrival,north,vehicle joined queue,10,ALL_RED
159.714,vehicle_arrival,east,vehicle joined queue,14,ALL_RED
159.879,vehicle_arrival,east,vehicle joined queue,15,ALL_RED
160.0,phase_change,,phase=EW_GREEN,,EW_GREEN
162.0,vehicle_departure,east,vehicle cleared intersection,14,EW_GREEN
162.0,vehicle_departure,west,vehicle cleared intersection,3,EW_GREEN
162.578,vehicle_arrival,north,vehicle joined queue,11,EW_GREEN
164.0,vehicle_departure,east,vehicle cleared intersection,13,EW_GREEN
164.0,vehicle_departure,west,vehicle cleared intersection,2,EW_GREEN
164.385,vehicle_arrival,east,vehicle joined queue,14,EW_GREEN
166.0,vehicle_departure,east,vehicle cleared intersection,13,EW_GREEN
166.0,vehicle_departure,west,vehicle cleared intersection,1,EW_GREEN
167.066,vehicle_arrival,south,vehicle joined queue,11,EW_GREEN
168.0,vehicle_departure,east,vehicle cleared intersection,12,EW_GREEN
168.0,vehicle_departure,west,vehicle cleared intersection,0,EW_GREEN
170.0,vehicle_departure,east,vehicle cleared intersection,11,EW_GREEN
172.0,vehicle_departure,east,vehicle cleared intersection,10,EW_GREEN
172.171,vehicle_arrival,south,vehicle joined queue,12,EW_GREEN
173.468,vehicle_arrival,south,vehicle joined queue,13,EW_GREEN
174.0,vehicle_departure,east,vehicle cleared intersection,9,EW_GREEN
175.426,vehicle_arrival,south,vehicle joined queue,14,EW_GREEN
176.0,vehicle_departure,east,vehicle cleared intersection,8,EW_GREEN
176.209,vehicle_arrival,south,vehicle joined queue,15,EW_GREEN
176.326,vehicle_arrival,east,vehicle joined queue,9,EW_GREEN
176.977,vehicle_arrival,north,vehicle joined queue,12,EW_GREEN
178.0,vehicle_departure,east,vehicle cleared intersection,8,EW_GREEN
180.0,vehicle_departure,east,vehicle cleared intersection,7,EW_GREEN
180.889,vehicle_arrival,east,vehicle joined queue,8,EW_GREEN
182.0,vehicle_departure,east,vehicle cleared intersection,7,EW_GREEN
182.544,vehicle_arrival,south,vehicle joined queue,16,EW_GREEN
182.574,vehicle_arrival,west,vehicle joined queue,1,EW_GREEN
182.639,vehicle_arrival,north,vehicle joined queue,13,EW_GREEN
183.289,vehicle_arrival,east,vehicle joined queue,8,EW_GREEN
183.626,vehicle_arrival,south,vehicle joined queue,17,EW_GREEN
184.0,vehicle_departure,east,vehicle cleared intersection,7,EW_GREEN
184.574,vehicle_departure,west,vehicle cleared intersection,0,EW_GREEN
185.0,phase_change,,phase=ALL_RED,,ALL_RED
189.0,phase_change,,phase=NS_GREEN,,NS_GREEN
190.656,vehicle_arrival,south,vehicle joined queue,18,NS_GREEN
191.0,vehicle_departure,north,vehicle cleared intersection,12,NS_GREEN
191.0,vehicle_departure,south,vehicle cleared intersection,17,NS_GREEN
193.0,vehicle_departure,north,vehicle cleared intersection,11,NS_GREEN
193.0,vehicle_departure,south,vehicle cleared intersection,16,NS_GREEN
194.778,vehicle_arrival,east,vehicle joined queue,8,NS_GREEN
195.0,vehicle_departure,north,vehicle cleared intersection,10,NS_GREEN
195.0,vehicle_departure,south,vehicle cleared intersection,15,NS_GREEN
195.09,vehicle_arrival,west,vehicle joined queue,1,NS_GREEN
197.0,vehicle_departure,north,vehicle cleared intersection,9,NS_GREEN
197.0,vehicle_departure,south,vehicle cleared intersection,14,NS_GREEN
197.018,vehicle_arrival,west,vehicle joined queue,2,NS_GREEN
197.965,vehicle_arrival,south,vehicle joined queue,15,NS_GREEN
198.37,vehicle_arrival,north,vehicle joined queue,10,NS_GREEN
198.48,vehicle_arrival,north,vehicle joined queue,11,NS_GREEN
198.586,vehicle_arrival,north,vehicle joined queue,12,NS_GREEN
199.0,vehicle_departure,north,vehicle cleared intersection,11,NS_GREEN
199.0,vehicle_departure,south,vehicle cleared intersection,14,NS_GREEN
199.815,vehicle_arrival,north,vehicle joined queue,12,NS_GREEN
199.848,vehicle_arrival,south,vehicle joined queue,15,NS_GREEN
200.94,vehicle_arrival,north,vehicle joined queue,13,NS_GREEN
201.0,vehicle_departure,north,vehicle cleared intersection,12,NS_GREEN
201.0,vehicle_departure,south,vehicle cleared intersection,14,NS_GREEN
202.486,vehicle_arrival,west,vehicle joined queue,3,NS_GREEN
202.857,vehicle_arrival,east,vehicle joined queue,9,NS_GREEN
203.0,vehicle_departure,north,vehicle cleared intersection,11,NS_GREEN
203.0,vehicle_departure,south,vehicle cleared intersection,13,NS_GREEN
204.903,vehicle_arrival,south,vehicle joined queue,14,NS_GREEN
205.0,vehicle_departure,north,vehicle cleared intersection,10,NS_GREEN
205.0,vehicle_departure,south,vehicle cleared intersection,13,NS_GREEN
206.932,vehicle_arrival,west,vehicle joined queue,4,NS_GREEN
207.0,vehicle_departure,north,vehicle cleared intersection,9,NS_GREEN
207.0,vehicle_departure,south,vehicle cleared intersection,12,NS_GREEN
209.0,vehicle_departure,north,vehicle cleared intersection,8,NS_GREEN
209.0,vehicle_departure,south,vehicle cleared intersection,11,NS_GREEN
211.0,vehicle_departure,north,vehicle cleared intersection,7,NS_GREEN
211.0,vehicle_departure,south,vehicle cleared intersection,10,NS_GREEN
212.698,vehicle_arrival,north,vehicle joined queue,8,NS_GREEN
213.0,vehicle_departure,north,vehicle cleared intersection,7,NS_GREEN
213.0,vehicle_departure,south,vehicle cleared intersection,9,NS_GREEN
214.398,vehicle_arrival,north,vehicle joined queue,8,NS_GREEN
215.0,vehicle_departure,north,vehicle cleared intersection,7,NS_GREEN
215.0,vehicle_departure,south,vehicle cleared intersection,8,NS_GREEN
215.332,vehicle_arrival,north,vehicle joined queue,8,NS_GREEN
216.297,vehicle_arrival,north,vehicle joined queue,9,NS_GREEN
217.0,vehicle_departure,north,vehicle cleared intersection,8,NS_GREEN
217.0,vehicle_departure,south,vehicle cleared intersection,7,NS_GREEN
217.119,vehicle_arrival,north,vehicle joined queue,9,NS_GREEN
217.976,vehicle_arrival,north,vehicle joined queue,10,NS_GREEN
219.0,phase_change,,phase=ALL_RED,,ALL_RED
219.447,vehicle_arrival,east,vehicle joined queue,10,ALL_RED
221.645,vehicle_arrival,north,vehicle joined queue,11,ALL_RED
223.0,phase_change,,phase=EW_GREEN,,EW_GREEN
223.871,vehicle_arrival,south,vehicle joined queue,8,EW_GREEN
225.0,vehicle_departure,east,vehicle cleared intersection,9,EW_GREEN
225.0,vehicle_departure,west,vehicle cleared intersection,3,EW_GREEN
226.67,vehicle_arrival,south,vehicle joined queue,9,EW_GREEN
227.0,vehicle_departure,east,vehicle cleared intersection,8,EW_GREEN
227.0,vehicle_departure,west,vehicle cleared intersection,2,EW_GREEN
228.527,vehicle_arrival,north,vehicle joined queue,12,EW_GREEN
229.0,vehicle_departure,east,vehicle cleared intersection,7,EW_GREEN
229.0,vehicle_departure,west,vehicle cleared intersection,1,EW_GREEN
230.19,vehicle_arrival,west,vehicle joined queue,2,EW_GREEN
230.855,vehicle_arrival,west,vehicle joined queue,3,EW_GREEN
231.0,vehicle_departure,east,vehicle cleared intersection,6,EW_GREEN
231.0,vehicle_departure,west,vehicle cleared intersection,2,EW_GREEN
231.206,vehicle_arrival,south,vehicle joined queue,10,EW_GREEN
233.0,vehicle_departure,east,vehicle cleared intersection,5,EW_GREEN
233.0,vehicle_departure,west,vehicle cleared intersection,1,EW_GREEN
233.281,vehicle_arrival,east,vehicle joined queue,6,EW_GREEN
234.556,vehicle_arrival,north,vehicle joined queue,13,EW_GREEN
235.0,vehicle_departure,east,vehicle cleared intersection,5,EW_GREEN
235.0,vehicle_departure,west,vehicle cleared intersection,0,EW_GREEN
237.0,vehicle_departure,east,vehicle cleared intersection,4,EW_GREEN
238.959,vehicle_arrival,west,vehicle joined queue,1,EW_GREEN
239.0,vehicle_departure,east,vehicle cleared intersection,3,EW_GREEN
239.757,vehicle_arrival,north,vehicle joined queue,14,EW_GREEN
240.494,vehicle_arrival,north,vehicle joined queue,15,EW_GREEN
240.959,vehicle_departure,west,vehicle cleared intersection,0,EW_GREEN
241.0,vehicle_departure,east,vehicle cleared intersection,2,EW_GREEN
241.515,vehicle_arrival,south,vehicle joined queue,11,EW_GREEN
242.429,vehicle_arrival,east,vehicle joined queue,3,EW_GREEN
243.0,vehicle_departure,east,vehicle cleared intersection,2,EW_GREEN
243.247,vehicle_arrival,south,vehicle joined queue,12,EW_GREEN
243.835,vehicle_arrival,west,vehicle joined queue,1,EW_GREEN
245.0,vehicle_departure,east,vehicle cleared intersection,1,EW_GREEN
245.835,vehicle_departure,west,vehicle cleared intersection,0,EW_GREEN
246.331,vehicle_arrival,north,vehicle joined queue,16,EW_GREEN
247.0,vehicle_departure,east,vehicle cleared intersection,0,EW_GREEN
247.614,vehicle_arrival,west,vehicle joined queue,1,EW_GREEN
248.0,phase_change,,phase=ALL_RED,,ALL_RED
